iter	Logloss
0	0.4749742342
1	0.2453938486
2	0.1297541047
3	0.06988786628
4	0.04114337954
5	0.02547584326
6	0.01761381152
7	0.01286891314
8	0.009910240462
9	0.008003812741
10	0.006707684216
11	0.005922677422
12	0.005394205072
13	0.00491224368
14	0.004602658307
15	0.004327224343
16	0.004121998143
17	0.003958368441
18	0.003958332241
19	0.003822282577
20	0.003726741987
21	0.003636155004
22	0.003606203837
23	0.003538037511
24	0.00350888828
25	0.003497679848
26	0.003485908352
27	0.003473927264
28	0.00343831475
29	0.003428938911
30	0.00338887727
31	0.003342271537
32	0.003342263305
33	0.003318783398
34	0.003318783398
35	0.003318783398
36	0.003304610324
37	0.003264974542
38	0.003205459387
39	0.003183216169
40	0.003144601062
41	0.0031318281
42	0.003131818501
43	0.003131818501
44	0.003098608869
45	0.003071952532
46	0.003057182332
47	0.003057159261
48	0.003057159261
49	0.003026733318
50	0.003016003018
51	0.00298425647
52	0.002965789953
53	0.002953407211
54	0.002953407211
55	0.002953385998
56	0.002922821891
57	0.002902722512
58	0.002892049335
59	0.002874670573
60	0.002874656696
61	0.002856719073
62	0.002856719073
63	0.002856719073
64	0.002856713162
65	0.002856711835
66	0.002856708188
67	0.002856695634
68	0.002841553897
69	0.002841549409
70	0.002841537355
71	0.002841531533
72	0.002841531533
73	0.002826691704
74	0.002805642349
75	0.002805632996
76	0.002805632996
77	0.002786021514
78	0.002770469511
79	0.002753298721
80	0.002753290405
81	0.002753263285
82	0.002753261096
83	0.002753252362
84	0.002753233174
85	0.002753232513
86	0.002753163918
87	0.00275315147
88	0.002753146716
89	0.002753144432
90	0.002753142087
91	0.002753138996
92	0.002746381059
93	0.002746361178
94	0.002746347633
95	0.002746342834
96	0.002746338988
97	0.002746284713
98	0.002746284713
99	0.002746279602
